	text	labels_0	labels_1	labels_2	labels_3	labels_4	labels_5	labels_6	labels_7	labels_8	labels_9	labels_10	labels_11	labels_12	labels_13	labels_14	labels_15
1298	Sehr freundlich und professionell, seine Empfehlungen für Essen und Wein waren top!	('SERVICE', 'POSITIVE', 'NULL')	('FOOD', 'POSITIVE', 'Essen')	('FOOD', 'POSITIVE', 'Wein')													
1299	Sehr freundlich und professionell, seine Empfehlungen für Essen und Wein waren top!	sg	fq	dq													
1300	Sehr freundlich, auch zu unserem Hund.	('SERVICE', 'POSITIVE', 'freundlich')															
1301	Sehr freundlich, auch zu unserem Hund.	sg															
1302	Sehr freundliche Bedienung.	('SERVICE', 'POSITIVE', 'Bedienung')															
1303	Sehr freundliche Bedienung.	sg															
1304	Sehr gut fanden wir die Auswahl an offenen Weinen.	('FOOD', 'POSITIVE', 'Auswahl an offenen Weinen')															
1305	Sehr gut fanden wir die Auswahl an offenen Weinen.	ds															
1306	Sehr gut gegessene.	('FOOD', 'POSITIVE', 'NULL')															
1307	Sehr gut gegessene.	fq															
1308	Sehr gute Qualität.	('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')															
1309	Sehr gute Qualität.	rg															
1310	Sehr guter und freundlicher Service.	('SERVICE', 'POSITIVE', 'Service')															
1311	Sehr guter und freundlicher Service.	sg															
1312	Sehr gutes Essen und Service.	('FOOD', 'POSITIVE', 'Essen')	('SERVICE', 'POSITIVE', 'Service')														
1313	Sehr gutes Essen und Service.	fq	sg														
1314	Sehr gutes Essen und ein toller persönlicher Service!	('FOOD', 'POSITIVE', 'Essen')	('SERVICE', 'POSITIVE', 'Service')														
1315	Sehr gutes Essen und ein toller persönlicher Service!	fq	sg														
1316	Sehr hübsches bodenständigies Lokal.	('GENERAL-IMPRESSION', 'POSITIVE', 'Lokal')	('AMBIENCE', 'POSITIVE', 'Lokal')														
1317	Sehr hübsches bodenständigies Lokal.	rg	ag														
1318	Sehr leckere Getränke meine Empfehlung ist der Limoncello Spritz sehr erfrischend.	('FOOD', 'POSITIVE', 'Getränke')	('FOOD', 'POSITIVE', 'Limoncello Spritz')														
1319	Sehr leckere Getränke meine Empfehlung ist der Limoncello Spritz sehr erfrischend.	dq	dq														
1320	Sehr leckeres Bier.	('FOOD', 'POSITIVE', 'Bier')															
1321	Sehr leckeres Bier.	dq															
1322	Sehr leckeres Essen in einem gemütlichen Ambiente.	('FOOD', 'POSITIVE', 'Essen')	('AMBIENCE', 'POSITIVE', 'Ambiente')														
1323	Sehr leckeres Essen in einem gemütlichen Ambiente.	fq	ag														
1324	Sehr leckeres Essen und lockere Atmosphäre.	('FOOD', 'POSITIVE', 'Essen')	('AMBIENCE', 'POSITIVE', 'Atmosphäre')														
1325	Sehr leckeres Essen und lockere Atmosphäre.	fq	ag														
1326	Sehr nette Mitarbeiter.	('SERVICE', 'POSITIVE', 'Mitarbeiter')															
1327	Sehr nette Mitarbeiter.	sg															
1328	Sehr netter Service und leckeres Essen.	('SERVICE', 'POSITIVE', 'Service')	('FOOD', 'POSITIVE', 'Essen')														
1329	Sehr netter Service und leckeres Essen.	sg	fq														
1330	Sehr netter Service!	('SERVICE', 'POSITIVE', 'Service')															
1331	Sehr netter Service!	sg															
1332	Sehr nettes Ambiente drin wie draußen.	('AMBIENCE', 'POSITIVE', 'Ambiente')															
1333	Sehr nettes Ambiente drin wie draußen.	ag															
1334	Sehr nettes Ambiente, freundliches Servicepersonal und die Tapas waren ziemlich vielseitig und alle lecker!	('AMBIENCE', 'POSITIVE', 'Ambiente')	('SERVICE', 'POSITIVE', 'Servicepersonal')	('FOOD', 'POSITIVE', 'Tapas')													
1335	Sehr nettes Ambiente, freundliches Servicepersonal und die Tapas waren ziemlich vielseitig und alle lecker!	ag	sg	fq													
1336	Sehr nettes und zuvorkommendes Personal.	('SERVICE', 'POSITIVE', 'Personal')															
1337	Sehr nettes und zuvorkommendes Personal.	sg															
1338	Sehr positiv überzeugt von "meinen" beiden Kellnerinnen Lena und Ihre Ausbilderin Andrea.	('SERVICE', 'POSITIVE', 'Lena')	('SERVICE', 'POSITIVE', 'Andrea')														
1339	Sehr positiv überzeugt von "meinen" beiden Kellnerinnen Lena und Ihre Ausbilderin Andrea.	sg	sg														
1340	Sehr schlechtes, versalzenes Essen.	('FOOD', 'NEGATIVE', 'Essen')															
1341	Sehr schlechtes, versalzenes Essen.	fq															
1342	Sehr schön .	('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')															
1343	Sehr schön .	rg															
1344	Sehr schöne Lage mit Blick auf die LOC.	('AMBIENCE', 'POSITIVE', 'Lage')	('AMBIENCE', 'POSITIVE', 'Blick auf die LOC')														
1345	Sehr schöne Lage mit Blick auf die LOC.	lg	ag														
1346	Sehr unfreundliches Personal, Massenabfertigung, die Qualität der Speisen war in Ordnung, das Personal eindeutig überfordert	('SERVICE', 'NEGATIVE', 'Personal')	('FOOD', 'NEUTRAL', 'Speisen')	('SERVICE', 'NEGATIVE', 'Personal')													
1347	Sehr unfreundliches Personal, Massenabfertigung, die Qualität der Speisen war in Ordnung, das Personal eindeutig überfordert	sg	fq	sg													
1348	Sehr zum Empfehlen.	('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')															
1349	Sehr zum Empfehlen.	rg															
1350	Seit das Gebäude um das ehemalige Steakhaus erweitert wurde, ist das Tuscolo ein echter Massenbetrieb geworden und hat seinen Charme total verloren.	('AMBIENCE', 'NEGATIVE', 'Charme')	('GENERAL-IMPRESSION', 'NEGATIVE', 'Tuscolo')														
1351	Seit das Gebäude um das ehemalige Steakhaus erweitert wurde, ist das Tuscolo ein echter Massenbetrieb geworden und hat seinen Charme total verloren.	ag	rm														
1352	Seit dem Umzug ist es draußen etwas eng, da natürlich viele Tische benötigt werden.	('AMBIENCE', 'NEGATIVE', 'draußen')															
1353	Seit dem Umzug ist es draußen etwas eng, da natürlich viele Tische benötigt werden.	ag															
1354	Service absolut unterirdisch.	('SERVICE', 'NEGATIVE', 'Service')															
1355	Service absolut unterirdisch.	sg															
1356	Service ist top, aber die Qualität das Essens war schrecklich.	('SERVICE', 'POSITIVE', 'Service')	('FOOD', 'NEGATIVE', 'Essens')														
1357	Service ist top, aber die Qualität das Essens war schrecklich.	sg	fq														
1358	Service ließ leider zu Wünschen übrig.	('SERVICE', 'NEGATIVE', 'Service')															
1359	Service ließ leider zu Wünschen übrig.	sg															
1360	Service und Essen sind hervorragend.	('SERVICE', 'POSITIVE', 'Service')	('FOOD', 'POSITIVE', 'Essen')														
1361	Service und Essen sind hervorragend.	sg	fq														
1362	Service war freundlich und zügig.	('SERVICE', 'POSITIVE', 'Service')															
1363	Service war freundlich und zügig.	sg															
1364	Sie gingen nur schwer vom Knochen.	('FOOD', 'NEGATIVE', 'NULL')															
1365	Sie gingen nur schwer vom Knochen.	fq															
1366	Sie war sehr dünn, der Geschmack, soweit vorhanden, kam nur von etwas Lauch.	('FOOD', 'NEGATIVE', 'NULL')															
1367	Sie war sehr dünn, der Geschmack, soweit vorhanden, kam nur von etwas Lauch.	fq															
1368	Sie war zäh, man hat das Fleisch vom Knochen nicht abbekommen.	('FOOD', 'NEGATIVE', 'NULL')															
1369	Sie war zäh, man hat das Fleisch vom Knochen nicht abbekommen.	fq															
1370	So einen schlechten Service hatten wir noch nicht erlebt.	('SERVICE', 'NEGATIVE', 'Service')															
1371	So einen schlechten Service hatten wir noch nicht erlebt.	sg															
1372	So ließen wir einen Großteil des Salates stehen, weil wir —eigentlich gute Esser— satt waren.	('FOOD', 'NEGATIVE', 'Salates')															
1373	So ließen wir einen Großteil des Salates stehen, weil wir —eigentlich gute Esser— satt waren.	fs															
1374	So schade!	('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')															
1375	So schade!	rg															
1376	So verarscht man keine Kunden!	('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')															
1377	So verarscht man keine Kunden!	rg															
1378	Sorry, aber Hunde im Restaurant gehen garnicht.	('AMBIENCE', 'NEGATIVE', 'Hunde im Restaurant')															
1379	Sorry, aber Hunde im Restaurant gehen garnicht.	ag															
1380	Sorry, ich kann’s nicht anders ausdrücken, aber das war wirklich ekelhaft.	('FOOD', 'NEGATIVE', 'NULL')															
1381	Sorry, ich kann’s nicht anders ausdrücken, aber das war wirklich ekelhaft.	fq															
1382	Sosse selbe wie bei der Ente...= -1Darum für den Preis von fast 60 Euro kann man eigentlich was besseres erwarten...Aber das juckt dort keinen weil es die Masse macht....	('PRICE', 'NEGATIVE', 'Preis')															
1383	Sosse selbe wie bei der Ente...= -1Darum für den Preis von fast 60 Euro kann man eigentlich was besseres erwarten...Aber das juckt dort keinen weil es die Masse macht....	fp															
1384	Sowohl Vorspeisen als auch Hauptgang hat überrascht.	('FOOD', 'POSITIVE', 'Vorspeisen')	('FOOD', 'POSITIVE', 'Hauptgang')														
1385	Sowohl Vorspeisen als auch Hauptgang hat überrascht.	fq	fq														
1386	Speziell die Bedienungung Frau Vorname, LOC super aufmerksam, freundlich und nett.	('SERVICE', 'POSITIVE', 'Frau Vorname')															
1387	Speziell die Bedienungung Frau Vorname, LOC super aufmerksam, freundlich und nett.	sg															
1388	Spezielles Flair macht diese Tapas Bar sehr empfehlenswert.	('GENERAL-IMPRESSION', 'POSITIVE', 'Tapas Bar')															
1389	Spezielles Flair macht diese Tapas Bar sehr empfehlenswert.	rg															
1390	Statt sich um die Gäste zu kümmern wurde vorgezogen lautstark und vor den Gästen zu telefonieren, private Unterhaltungen zu führen oder Raucherpausen zu machen.	('SERVICE', 'NEGATIVE', 'NULL')															
1391	Statt sich um die Gäste zu kümmern wurde vorgezogen lautstark und vor den Gästen zu telefonieren, private Unterhaltungen zu führen oder Raucherpausen zu machen.	sg															
1392	Stattdessen wurde er absolut aggressiv, baute sich direkt vor uns auf und musste von einem seiner ebenfalls höchst arroganten Kollegen zurück gehalten werden, damit er nicht komplett eskalierte.	('SERVICE', 'NEGATIVE', 'NULL')	('SERVICE', 'NEGATIVE', 'Kollegen')														
1393	Stattdessen wurde er absolut aggressiv, baute sich direkt vor uns auf und musste von einem seiner ebenfalls höchst arroganten Kollegen zurück gehalten werden, damit er nicht komplett eskalierte.	sg	sg														
1394	Stühle etwas unbequem, aber mit Jacke drunter ging auch das.	('AMBIENCE', 'NEGATIVE', 'Stühle')															
1395	Stühle etwas unbequem, aber mit Jacke drunter ging auch das.	ag															
1396	Super Abend, ich komme regelmäßig zum Steak essen in die RESTAURANT_NAME.	('GENERAL-IMPRESSION', 'POSITIVE', 'RESTAURANT_NAME')															
1397	Super Abend, ich komme regelmäßig zum Steak essen in die RESTAURANT_NAME.	rg															
1398	Super Fleisch Beratung, essen gleichzeitig auf dem Tisch.	('SERVICE', 'POSITIVE', 'Beratung')															
1399	Super Fleisch Beratung, essen gleichzeitig auf dem Tisch.	sg															
1400	Super Führung mit Martin, leckeres Essen, schöne Atmosphäre.	('SERVICE', 'POSITIVE', 'Martin')	('SERVICE', 'POSITIVE', 'Führung')	('FOOD', 'POSITIVE', 'Essen')	('AMBIENCE', 'POSITIVE', 'Atmosphäre')												
1401	Super Führung mit Martin, leckeres Essen, schöne Atmosphäre.	sg	sg	fq	ag												
1402	Super Restaurant, wir hatten das gar nicht erwartet und wollten nur kurz vor dem Starlight Express noch was essen.	('GENERAL-IMPRESSION', 'POSITIVE', 'Restaurant')															
1403	Super Restaurant, wir hatten das gar nicht erwartet und wollten nur kurz vor dem Starlight Express noch was essen.	rg															
1404	Super freundliche, zuvorkommende Bedienung!!	('SERVICE', 'POSITIVE', 'Bedienung')															
1405	Super freundliche, zuvorkommende Bedienung!!	sg															
1406	Super nette Bewirtung.	('SERVICE', 'POSITIVE', 'Bewirtung')															
1407	Super nette Bewirtung.	sg															
1408	Suppe war nicht heiß, kümmerte den Service aber nicht.	('SERVICE', 'NEGATIVE', 'Service')	('FOOD', 'NEGATIVE', 'Suppe')														
1409	Suppe war nicht heiß, kümmerte den Service aber nicht.	sg	fq														
1410	Teilweise nur sehr enge Bestuhlung.	('AMBIENCE', 'NEGATIVE', 'Bestuhlung')															
1411	Teilweise nur sehr enge Bestuhlung.	ag															
1412	Thunfisch Carpaccio war zu kalt, war vermutlich gefroren und wurde nicht rechtzeitig aufgetaut.	('FOOD', 'NEGATIVE', 'Thunfisch Carpaccio')															
1413	Thunfisch Carpaccio war zu kalt, war vermutlich gefroren und wurde nicht rechtzeitig aufgetaut.	fq															
1414	Tiho, der Beste, hat uns bedient, super freundlich, zuvorkommend und hat uns jeden Wunsch von den Augen abgelesen.	('SERVICE', 'POSITIVE', 'Tiho')															
1415	Tiho, der Beste, hat uns bedient, super freundlich, zuvorkommend und hat uns jeden Wunsch von den Augen abgelesen.	sg															
1416	Toiletten hätte ich für so eine Gastronomie auch sauberer erwartet!	('AMBIENCE', 'NEGATIVE', 'Toiletten')															
1417	Toiletten hätte ich für so eine Gastronomie auch sauberer erwartet!	rm															
1418	Toiletten über Treppe oder Aufzug erreichbar und sauber.	('AMBIENCE', 'POSITIVE', 'Toiletten')															
1419	Toiletten über Treppe oder Aufzug erreichbar und sauber.	rm															
1420	Toll finde ich auch die Speisekarte.	('FOOD', 'POSITIVE', 'Speisekarte')															
1421	Toll finde ich auch die Speisekarte.	fs															
1422	Tolle Auswahl an Speisen und Getränken.	('FOOD', 'POSITIVE', 'Speisen')	('FOOD', 'POSITIVE', 'Getränken')														
1423	Tolle Auswahl an Speisen und Getränken.	fs	ds														
1424	Tolle Vorspeise und kreatives Dessert.	('FOOD', 'POSITIVE', 'Vorspeise')	('FOOD', 'POSITIVE', 'Dessert')														
1425	Tolle Vorspeise und kreatives Dessert.	fq	fq														
1426	Toller Service, schnelle und aufmerksame Bedienung.	('SERVICE', 'POSITIVE', 'Service')	('SERVICE', 'POSITIVE', 'Bedienung')														
1427	Toller Service, schnelle und aufmerksame Bedienung.	sg	sg														
1428	Top Service, vor allem Marco („Oberhase“) hat uns witzig und angenehm bewirtet.	('SERVICE', 'POSITIVE', 'Service')	('SERVICE', 'POSITIVE', 'Marco')														
1429	Top Service, vor allem Marco („Oberhase“) hat uns witzig und angenehm bewirtet.	sg	sg														
1430	Totaler Massenbetrieb, macht kein Spass zwischen LOC gesehen dabei zu sein.	('GENERAL-IMPRESSION', 'NEGATIVE', 'Massenbetrieb')															
1431	Totaler Massenbetrieb, macht kein Spass zwischen LOC gesehen dabei zu sein.	rm															
1432	Touristisch, altmodisch eingerichtet, Essen mäßig, Wiener Schnitzel in der Fritteuse, zu lange drin gewesen, matschige Bratkartoffeln, einzig der Service war nett und zuvorkommend.	('FOOD', 'NEUTRAL', 'Essen')	('AMBIENCE', 'NEGATIVE', 'NULL')	('FOOD', 'NEGATIVE', 'Wiener Schnitzel')	('FOOD', 'NEGATIVE', 'Bratkartoffeln')	('SERVICE', 'POSITIVE', 'Service')											
1433	Touristisch, altmodisch eingerichtet, Essen mäßig, Wiener Schnitzel in der Fritteuse, zu lange drin gewesen, matschige Bratkartoffeln, einzig der Service war nett und zuvorkommend.	fq	ag	fq	fq	sg											
1434	Trotz Reservierung unfreundlich abgewiesen.	('SERVICE', 'NEGATIVE', 'NULL')															
1435	Trotz Reservierung unfreundlich abgewiesen.	sg															
1436	Trotz des großen Andrangs ausgesprochen freundlicher, schneller Service.	('SERVICE', 'POSITIVE', 'Service')															
1437	Trotz des großen Andrangs ausgesprochen freundlicher, schneller Service.	sg															
1438	Typisches Brauhaus mit guter Atmosphäre und einem freundlichen, kompetenten Service.	('AMBIENCE', 'POSITIVE', 'Atmosphäre')	('SERVICE', 'POSITIVE', 'Service')														
1439	Typisches Brauhaus mit guter Atmosphäre und einem freundlichen, kompetenten Service.	ag	sg														
1440	Um 21:30 wird man unfreundlich abgewiesen.	('SERVICE', 'NEGATIVE', 'NULL')															
1441	Um 21:30 wird man unfreundlich abgewiesen.	sg															
1442	Umfangreiche Speisekarte, für jeden was dabei, von Vorspeise bis Dessert.	('FOOD', 'POSITIVE', 'Speisekarte')	('FOOD', 'POSITIVE', 'Vorspeise')	('FOOD', 'POSITIVE', 'Dessert')													
1443	Umfangreiche Speisekarte, für jeden was dabei, von Vorspeise bis Dessert.	fs	fq	fq													
1444	Umso größer dann die Enttäuschung !	('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')															
1445	Umso größer dann die Enttäuschung !	rg															
1446	Und es hat sich gelohnt!!	('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')															
1447	Und es hat sich gelohnt!!	rg															
1448	Und natürlich das Essen immer wieder super lecker.	('FOOD', 'POSITIVE', 'Essen')															
1449	Und natürlich das Essen immer wieder super lecker.	fq															
1450	Und nochmals: wirklich netter Service.	('SERVICE', 'POSITIVE', 'Service')															
1451	Und nochmals: wirklich netter Service.	sg															
1452	Unglaublich was für ein schlechter Service, zumal der für uns zuständige Kellner alle anderen Tische abräumte u abwischte.	('SERVICE', 'NEGATIVE', 'Service')	('SERVICE', 'NEGATIVE', 'Kellner')														
1453	Unglaublich was für ein schlechter Service, zumal der für uns zuständige Kellner alle anderen Tische abräumte u abwischte.	sg	sg														
1454	Uns hat das Ambiente der Metzgerei ebenfalls sehr gut gefallen.	('AMBIENCE', 'POSITIVE', 'Metzgerei')															
1455	Uns hat das Ambiente der Metzgerei ebenfalls sehr gut gefallen.	ag															
1456	Unser letzter Besuch dort!	('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')															
1457	Unser letzter Besuch dort!	rg															
1458	Unser neuer Favorit in LOC!	('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')															
1459	Unser neuer Favorit in LOC!	rg															
1460	Unsere 6 jährige Tochter kann "leider" noch kein Englisch - das hat das LOC aber scheinbar nicht verstanden 😉 Für uns war es der letzte Besuch.	('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')															
1461	Unsere 6 jährige Tochter kann "leider" noch kein Englisch - das hat das LOC aber scheinbar nicht verstanden 😉 Für uns war es der letzte Besuch.	sg															
1462	Unsere Empfehlung beim Besuch in LOC 👍🏼	('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')															
1463	Unsere Empfehlung beim Besuch in LOC 👍🏼	rg															
1464	Unsere Erwartungen wurden sogar noch übertroffen.	('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')															
1465	Unsere Erwartungen wurden sogar noch übertroffen.	rg															
1466	Unsere Essen waren beide mehr oder weniger kalt!	('FOOD', 'NEGATIVE', 'Essen')															
1467	Unsere Essen waren beide mehr oder weniger kalt!	fq															
1468	Unsere verschiedenen Gerichte waren alle frisch zubereitet, einschließlich der Beilagen von sehr guter Qualität und freundlich serviert.	('FOOD', 'POSITIVE', 'Gerichte')	('FOOD', 'POSITIVE', 'Beilagen')	('SERVICE', 'POSITIVE', 'NULL')													
1469	Unsere verschiedenen Gerichte waren alle frisch zubereitet, einschließlich der Beilagen von sehr guter Qualität und freundlich serviert.	fq	fq	sg													
1470	Unter Strich - sehr enttäuschend!!	('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')															
1471	Unter Strich - sehr enttäuschend!!	rg															
1472	Vergangene Weihnachten dort gewesen,unvergesslicher Heiligabend,-und jetzt?	('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')															
1473	Vergangene Weihnachten dort gewesen,unvergesslicher Heiligabend,-und jetzt?	rg															
1474	Verstehe 0 warum die Leute es gut finden	('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')															
1475	Verstehe 0 warum die Leute es gut finden	rg															
1476	Vertrauen Sie mir und besuchen auch Sie bei Ihrem nächsten LOC Besuch das Fischereihafen Restaurant.	('GENERAL-IMPRESSION', 'POSITIVE', 'Fischereihafen Restaurant')															
1477	Vertrauen Sie mir und besuchen auch Sie bei Ihrem nächsten LOC Besuch das Fischereihafen Restaurant.	rg															
1478	Vielen Dank an das Team der RESTAURANT_NAME :)	('SERVICE', 'POSITIVE', 'Team')															
1479	Vielen Dank an das Team der RESTAURANT_NAME :)	sg															
1480	Vielen lieben Dank, die deutsche Küche in der Form aufzutischen.	('FOOD', 'POSITIVE', 'Küche')															
1481	Vielen lieben Dank, die deutsche Küche in der Form aufzutischen.	fq															
1482	Vom Service gab es keine Nachfrage, warum wir das Gericht komplett zurückgehen haben lassen.	('SERVICE', 'NEGATIVE', 'Service')															
1483	Vom Service gab es keine Nachfrage, warum wir das Gericht komplett zurückgehen haben lassen.	sg															
1484	Von 5 verschiedenen Bestellungen, war eine ungenießbar ( sauer, war gekippt ), ein Teller ungewürzt, zwei noch in Ordnung und ein Essen war gut.	('FOOD', 'NEGATIVE', 'NULL')	('FOOD', 'POSITIVE', 'Essen')	('FOOD', 'NEGATIVE', 'Teller')	('FOOD', 'NEUTRAL', 'NULL')												
1485	Von 5 verschiedenen Bestellungen, war eine ungenießbar ( sauer, war gekippt ), ein Teller ungewürzt, zwei noch in Ordnung und ein Essen war gut.	dq	fq	fq	fq												
1486	Von Anfang bis Ende ein Erlebnis!	('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')															
1487	Von Anfang bis Ende ein Erlebnis!	rg															
1488	Von außen recht unscheinbar entpuppt sich das Haus als gemütliches, uriges und stilecht eingerichtetes Altbiergasthaus mit großem Platzangebot.	('AMBIENCE', 'POSITIVE', 'Altbiergasthaus')	('AMBIENCE', 'POSITIVE', 'Platzangebot')														
1489	Von außen recht unscheinbar entpuppt sich das Haus als gemütliches, uriges und stilecht eingerichtetes Altbiergasthaus mit großem Platzangebot.	ag	ag														
1490	Von der Preisstruktur her gehoben, kann die Qualität des Essens nicht mithalten: teilweise gut (Spargel), teilweise grottig (stark versalzene Beilagen , Gemüse nicht frisch, sondern an Tiefkühlgemüse erinnernd, sehr durchwachsenes Fleisch).	('FOOD', 'NEGATIVE', 'Preisstruktur')	('FOOD', 'NEGATIVE', 'Essens')	('FOOD', 'POSITIVE', 'Spargel')	('FOOD', 'NEGATIVE', 'Beilagen')	('FOOD', 'NEGATIVE', 'Gemüse')	('FOOD', 'NEUTRAL', 'Fleisch')										
1491	Von der Preisstruktur her gehoben, kann die Qualität des Essens nicht mithalten: teilweise gut (Spargel), teilweise grottig (stark versalzene Beilagen , Gemüse nicht frisch, sondern an Tiefkühlgemüse erinnernd, sehr durchwachsenes Fleisch).	fq	fq	fq	fq	fq	fq										
1492	Von dünn und knusprig, goldbraun gebraten keine Spur.	('FOOD', 'NEGATIVE', 'NULL')															
1493	Von dünn und knusprig, goldbraun gebraten keine Spur.	fq															
1494	Vor fünf Jahren waren wir schon mal Gäste und waren sehr zufrieden.	('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')															
1495	Vor fünf Jahren waren wir schon mal Gäste und waren sehr zufrieden.	rg															
1496	Vorspeise Carpaccio und Salat war lecker … Pizza riesig!	('FOOD', 'POSITIVE', 'Carpaccio')	('FOOD', 'POSITIVE', 'Salat')														
1497	Vorspeise Carpaccio und Salat war lecker … Pizza riesig!	fq	fq														
1498	Vorspeise Zaziki ganz nach meinem Geschmack.	('FOOD', 'POSITIVE', 'Zaziki')															
1499	Vorspeise Zaziki ganz nach meinem Geschmack.	fq															
1500	Vorspeise gut.	('FOOD', 'POSITIVE', 'Vorspeise')															
1501	Vorspeise gut.	fq															
1502	Vorspeise, Hauptgang und Dessert - alles war top!	('FOOD', 'POSITIVE', 'Vorspeise')	('FOOD', 'POSITIVE', 'Hauptgang')	('FOOD', 'POSITIVE', 'Dessert')													
1503	Vorspeise, Hauptgang und Dessert - alles war top!	fq	fq	fq													
1504	Völlig überteuert, alles in allem ein Ärgernis.	('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')	('PRICE', 'NEGATIVE', 'NULL')														
1505	Völlig überteuert, alles in allem ein Ärgernis.	rg	rp														
1506	Wagner muss man mögen............die Kellner sind schon seit mehr als 20 Jahren die gleichen und man muss Sie mögen.	('SERVICE', 'POSITIVE', 'Kellner')	('GENERAL-IMPRESSION', 'POSITIVE', 'Wagner')														
1507	Wagner muss man mögen............die Kellner sind schon seit mehr als 20 Jahren die gleichen und man muss Sie mögen.	sg	rg														
1508	War ein sehr gemütlicher Abend.	('AMBIENCE', 'POSITIVE', 'NULL')															
1509	War ein sehr gemütlicher Abend.	ag															
1510	War von der Qualität der Tapas sehr enttäuscht.	('FOOD', 'NEGATIVE', 'Tapas')															
1511	War von der Qualität der Tapas sehr enttäuscht.	fq															
1512	War zwar viel los, dennoch hat das Personal nicht an Höflichkeit und Spaß verloren.	('SERVICE', 'POSITIVE', 'Personal')															
1513	War zwar viel los, dennoch hat das Personal nicht an Höflichkeit und Spaß verloren.	sg															
1514	Waren dort um den Abend ausklingen zu lassen - habe beide Biere getrunken und muss sagen habe schon besseres getrunken.	('FOOD', 'NEGATIVE', 'Biere')															
1515	Waren dort um den Abend ausklingen zu lassen - habe beide Biere getrunken und muss sagen habe schon besseres getrunken.	dq															
1516	Waren zu Mittag im LOC und angenehm vom Ambiente überrascht.	('AMBIENCE', 'POSITIVE', 'Ambiente')															
1517	Waren zu Mittag im LOC und angenehm vom Ambiente überrascht.	ag															
1518	Waren zudem vom innerstädtischen fairen Preis überrascht.	('PRICE', 'POSITIVE', 'Preis')															
1519	Waren zudem vom innerstädtischen fairen Preis überrascht.	rp															
1520	Was aber gar nicht geht, wenn zur happy hour- Zeit nur 0,4 statt 0,5 l eingeschenkt wird (schlechter eingeschenkt) um den billigeren Preis wett zu machen.	('SERVICE', 'NEGATIVE', 'NULL')															
1521	Was aber gar nicht geht, wenn zur happy hour- Zeit nur 0,4 statt 0,5 l eingeschenkt wird (schlechter eingeschenkt) um den billigeren Preis wett zu machen.	sg															
1522	Was immer und sofort hängen bleibt: supersaubere Toiletten, der persönliche Empfang durch kleine Kärtchen am Tisch (Reserviert für XX und ihre Gäste bzw. Ich freue mich, dass Sie heute mein Gast sind) und eine herzliche Servicekraft, die jeden Wunsch von den Augen abliest.	('AMBIENCE', 'POSITIVE', 'Toiletten')	('SERVICE', 'POSITIVE', 'Empfang')	('SERVICE', 'POSITIVE', 'Servicekraft')													
1523	Was immer und sofort hängen bleibt: supersaubere Toiletten, der persönliche Empfang durch kleine Kärtchen am Tisch (Reserviert für XX und ihre Gäste bzw. Ich freue mich, dass Sie heute mein Gast sind) und eine herzliche Servicekraft, die jeden Wunsch von den Augen abliest.	rm	sg	sg													
1524	Was ja vielleicht auch die Erklärung für die etwas müde und vor allem langweilige Performance sein könnte.	('GENERAL-IMPRESSION', 'NEGATIVE', 'NULL')															
1525	Was ja vielleicht auch die Erklärung für die etwas müde und vor allem langweilige Performance sein könnte.	rg															
1526	Was überhaupt nicht geht is die Ausstattung - Besteck und Servietten sind Imbiss-Niveau und gehören nicht in einen Restaurant!!	('FOOD', 'NEGATIVE', 'Ausstattung')	('FOOD', 'NEGATIVE', 'Besteck')	('FOOD', 'NEGATIVE', 'Servietten')													
1527	Was überhaupt nicht geht is die Ausstattung - Besteck und Servietten sind Imbiss-Niveau und gehören nicht in einen Restaurant!!	rm	rm	rm													
1528	Weiter so!	('GENERAL-IMPRESSION', 'POSITIVE', 'NULL')															
1529	Weiter so!	fq															
1530	Wenn Sie eine malerische italienische Atmosphäre mit leckerem Essen genießen möchten, reicht es, ins RESTAURANT_NAME Restaurant zu kommen🍝🇮🇹.	('AMBIENCE', 'POSITIVE', 'Atmosphäre')	('FOOD', 'POSITIVE', 'Essen')														
1531	Wenn Sie eine malerische italienische Atmosphäre mit leckerem Essen genießen möchten, reicht es, ins RESTAURANT_NAME Restaurant zu kommen🍝🇮🇹.	ag	fq														
1532	Wenn da nicht die traumhafte Aussicht wäre …	('AMBIENCE', 'POSITIVE', 'Aussicht')															
1533	Wenn da nicht die traumhafte Aussicht wäre …	ag															
